Drug_UMLS_CUI,Gene_UMLS_CUI,GROUNDTRUTH
C0012384,C1417647,0
C0012384,C1420527,0
C0012384,C1412691,0
C0012384,C1418674,0
C0012384,C1418469,0
C0012384,C1418470,0
C0012384,C1414085,0
C0012384,C3469975,0
C0012384,C1420150,0
C1619962,C1538301,0
C1619962,C1415012,0
C1619962,C1415009,0
C1619962,C1417647,0
C1619962,C1420527,0
C1619962,C1412691,0
C1619962,C1418674,0
C1619962,C1418469,0
C1619962,C1418470,0
C1619962,C1414085,0
C1619962,C3469975,0
C1619962,C1420150,0
C4255970,C1538301,0
C4255970,C1415012,0
C4255970,C1415009,0
C4255970,C1417647,0
C4255970,C1420527,0
C4255970,C1412691,0
C4255970,C1418674,0
C4255970,C1418469,0
C4255970,C1418470,0
C4255970,C1414085,0
C4255970,C3469975,0
C4255970,C1420150,0
C0022059,C1538301,0
C0022059,C1415012,0
C0022059,C1415009,0
C0022059,C1417647,0
C0022059,C1420527,0
C0022059,C1412691,0
C0022059,C1418674,0
C0022059,C1418469,0
C0022059,C1418470,0
C0022059,C1414085,0
C0022059,C3469975,0
C0022059,C1420150,0
C2003056,C1538301,0
C2003056,C1415012,0
C2003056,C1415009,0
C2003056,C1417647,0
C2003056,C1420527,0
C2003056,C1412691,0
C2003056,C1418674,0
C2003056,C1418469,0
C2003056,C1418470,0
C2003056,C1414085,0
C2003056,C3469975,0
C2003056,C1420150,0
C0053245,C1538301,0
C0053245,C1415012,0
C0053245,C1415009,0
C0053245,C1417647,0
C0053245,C1420527,0
C0053245,C1412691,0
C0053245,C1418674,0
C0053245,C1418469,0
C0053245,C1418470,0
C0053245,C1414085,0
C0053245,C3469975,0
C0053245,C1420150,0
C0913246,C1538301,0
C0913246,C1415012,0
C0913246,C1415009,0
C0913246,C1417647,0
C0913246,C1420527,0
C0913246,C1412691,0
C0913246,C1418674,0
C0913246,C1418469,0
C0913246,C1418470,0
C0913246,C1414085,0
C0913246,C3469975,0
C0913246,C1420150,0
C0012050,C1538301,0
C0012050,C1415012,0
C0012050,C1415009,0
C0012050,C1417647,0
C0012050,C1420527,0
C0012050,C1412691,0
C0012050,C1418674,0
C0012050,C1418469,0
C0012050,C1418470,0
C0012050,C1414085,0
C0012050,C3469975,0
C0012050,C1420150,0
C0070166,C1538301,0
C0070166,C1415012,0
C0070166,C1412339,0
C0070166,C1415009,0
C0070166,C1417647,0
C0070166,C1420527,0
C0070166,C1412691,0
C0070166,C1418674,0
C0070166,C1418469,0
C0070166,C1418470,0
C0070166,C1414085,0
C0070166,C3469975,0
C0070166,C1420150,0
C4518884,C1538301,0
C4518884,C1415012,0
C4518884,C1415009,0
C4518884,C1417647,0
C4518884,C1420527,0
C4518884,C1412691,0
C4518884,C1418674,0
C4518884,C1418469,0
C4518884,C1418470,0
C4518884,C1414085,0
C4518884,C3469975,0
C4518884,C1420150,0
C5139948,C1538301,0
C5139948,C1415012,0
C5139948,C1415009,0
C5139948,C1417647,0
C5139948,C1420527,0
C5139948,C1412691,0
C5139948,C1418674,0
C5139948,C1418469,0
C5139948,C1418470,0
C5139948,C1414085,0
C0008290,C1538301,0
C0008290,C1415012,0
C0008290,C1415009,0
C0008290,C1417647,0
C0008290,C1420527,0
C0008290,C1412691,0
C0008290,C1418674,0
C0008290,C1418469,0
C0008290,C1418470,0
C0008290,C1414085,0
C0008290,C3469975,0
C0008290,C1420150,0
C1956225,C1538301,0
C1956225,C1415012,0
C1956225,C1415009,0
C1956225,C1417647,0
C1956225,C1420527,0
C1956225,C1412691,0
C1956225,C1418674,0
C1956225,C1418469,0
C1956225,C1418470,0
C1956225,C1414085,0
C1956225,C3469975,0
C1956225,C1420150,0
C0032952,C1538301,0
C0032952,C1415012,0
C0032952,C1412339,0
C0032952,C1415009,0
C0032952,C1417647,0
C0032952,C1420527,0
C0032952,C1412691,0
C0032952,C1418674,0
C0032952,C1418469,0
C0032952,C1418470,0
C0032952,C1414085,0
C0032952,C3469975,0
C0032952,C1420150,0
C0015620,C1538301,0
C0015620,C1415012,0
C0015620,C1412339,0
C0015620,C1415009,0
C0015620,C1417647,0
C0015620,C1420527,0
C0015620,C1412691,0
C0015620,C1418674,0
C0015620,C1418469,0
C0015620,C1418470,0
C0015620,C1414085,0
C0015620,C3469975,0
C0015620,C1420150,0
C0017245,C1538301,0
C0017245,C1415012,0
C0017245,C1415009,0
C0017245,C1417647,0
C0017245,C1420527,0
C0017245,C1412691,0
C0017245,C1418674,0
C0017245,C1418469,0
C0017245,C1418470,0
C0017245,C1414085,0
C0017245,C3469975,0
C0017245,C1420150,0
C2698371,C1538301,0
C2698371,C1415012,0
C2698371,C1415009,0
C2698371,C1417647,0
C2698371,C1420527,0
C2698371,C1412691,0
C2698371,C1418674,0
C2698371,C1418469,0
C2698371,C1418470,0
C2698371,C1414085,0
C2698371,C3469975,0
C2698371,C1420150,0
C0699300,C1538301,0
C0699300,C1415012,0
C0699300,C1415009,0
C0699300,C1417647,0
C0699300,C1420527,0
C0699300,C1412691,0
C0699300,C1418674,0
C0699300,C1418469,0
C0699300,C1418470,0
C0699300,C1414085,0
C0699300,C3469975,0
C0699300,C1420150,0
C0025023,C1538301,0
C0025023,C1415012,0
C0025023,C1415009,0
C0025023,C1417647,0
C0025023,C1420527,0
C0025023,C1412691,0
C0025023,C1418674,0
C0025023,C1418469,0
C0025023,C1418470,0
C0025023,C1414085,0
C0025023,C3469975,0
C0025023,C1420150,0
C0163159,C1538301,0
C0163159,C1415012,0
C0163159,C1415009,0
C0163159,C1417647,0
C0163159,C1420527,0
C0163159,C1412691,0
C0163159,C1418674,0
C0163159,C1418469,0
C0163159,C1418470,0
C0163159,C1414085,0
C0163159,C3469975,0
C0163159,C1420150,0
C0065180,C1538301,0
C0065180,C1415012,0
C0065180,C1415009,0
C0065180,C1417647,0
C0065180,C1420527,0
C0065180,C1412691,0
C0065180,C1418674,0
C0065180,C1418469,0
C0065180,C1418470,0
C0065180,C1414085,0
C0065180,C3469975,0
C0065180,C1420150,0
C0965594,C1538301,0
C0965594,C1415012,0
C0965594,C1415009,0
C0965594,C1417647,0
C0965594,C1420527,0
C0965594,C1412691,0
C0965594,C1418674,0
C0965594,C1418469,0
C0965594,C1418470,0
C0965594,C1414085,0
C0030080,C1538301,0
C0030080,C1415012,0
C0030080,C1415009,0
C0030080,C1417647,0
C0030080,C1420527,0
C0030080,C1412691,0
C0030080,C1418674,0
C0030080,C1418469,0
C0030080,C1418470,0
C0030080,C1414085,0
C0030080,C3469975,0
C0030080,C1420150,0
C0290883,C1538301,0
C0290883,C1415012,0
C0290883,C1415009,0
C0290883,C1417647,0
C0290883,C1420527,0
C0290883,C1412691,0
C0290883,C1418674,0
C0290883,C1418469,0
C0290883,C1418470,0
C0290883,C1414085,0
C0290883,C3469975,0
C0290883,C1420150,0
C1455035,C1538301,0
C1455035,C1415012,0
C1455035,C1415009,0
C1455035,C1417647,0
C1455035,C1420527,0
C1455035,C1412691,0
C1455035,C1418674,0
C1455035,C1418469,0
C1455035,C1418470,0
C1455035,C1414085,0
C1455035,C3469975,0
C1455035,C1420150,0
C0288792,C1538301,0
C0288792,C1415012,0
C0288792,C1415009,0
C0288792,C1417647,0
C0288792,C1420527,0
C0288792,C1412691,0
C0288792,C1418674,0
C0288792,C1418469,0
C0288792,C1418470,0
C0288792,C1414085,0
C0288792,C3469975,0
C0288792,C1420150,0
C4255758,C1538301,0
C4255758,C1415012,0
C4255758,C1415009,0
C4255758,C1417647,0
C4255758,C1420527,0
C4255758,C1412691,0
C4255758,C1418674,0
C4255758,C1418469,0
C4255758,C1418470,0
C4255758,C1414085,0
C4255758,C3469975,0
C4255758,C1420150,0
C0055860,C1538301,0
C0055860,C1415012,0
C0055860,C1415009,0
C0055860,C1417647,0
C0055860,C1420527,0
C0055860,C1412691,0
C0055860,C1418674,0
C0055860,C1418469,0
C0055860,C1418470,0
C0055860,C1414085,0
C0055860,C3469975,0
C0055860,C1420150,0
C0038432,C1538301,0
C0038432,C1415012,0
C0038432,C1415009,0
C0038432,C1417647,0
C0038432,C1420527,0
C0038432,C1412691,0
C0038432,C1418674,0
C0038432,C1418469,0
C0038432,C1418470,0
C0038432,C1414085,0
C0038432,C3469975,0
C0038432,C1420150,0
C0072802,C1538301,0
C0072802,C1415012,0
C0072802,C1412339,0
C0072802,C1415009,0
C0072802,C1417647,0
C0072802,C1420527,0
C0072802,C1412691,0
C0072802,C1418674,0
C0072802,C1418469,0
C0072802,C1418470,0
C0072802,C1414085,0
C0072802,C3469975,0
C0072802,C1420150,0
C1452002,C1538301,0
C1452002,C1415012,0
C1452002,C1415009,0
C1452002,C1417647,0
C1452002,C1420527,0
C1452002,C1412691,0
C1452002,C1418674,0
C1452002,C1418469,0
C1452002,C1418470,0
C1452002,C1414085,0
C1452002,C3469975,0
C1452002,C1420150,0
C0069392,C1538301,0
C0069392,C1415012,0
C0069392,C1415009,0
C0069392,C1417647,0
C0069392,C1418674,0
C0022026,C1538301,0
C0022026,C1415012,0
C0022026,C1415009,0
C0022026,C1417647,0
C0022026,C1420527,0
C0022026,C1412691,0
C0022026,C1418674,0
C0022026,C1418469,0
C0022026,C1418470,0
C0022026,C1414085,0
C0022026,C3469975,0
C0022026,C1420150,0
C0039267,C1538301,0
C0039267,C1415012,0
C0039267,C1415009,0
C0039267,C1417647,0
C0039267,C1420527,0
C0039267,C1412691,0
C0039267,C1418674,0
C0039267,C1418469,0
C0039267,C1418470,0
C0039267,C1414085,0
C0039267,C3469975,0
C0039267,C1420150,0
C3898565,C1538301,0
C3898565,C1415012,0
C3898565,C1415009,0
C3898565,C1417647,0
C3898565,C1420527,0
C3898565,C1412691,0
C3898565,C1418674,0
C3898565,C1418469,0
C3898565,C1418470,0
C3898565,C1414085,0
C3898565,C3469975,0
C3898565,C1420150,0
C0008377,C1538301,0
C0008377,C1415012,0
C0008377,C1412339,0
C0008377,C1415009,0
C0008377,C1417647,0
C0008377,C1420527,0
C0008377,C1412691,0
C0008377,C1418674,0
C0008377,C1418469,0
C0008377,C1418470,0
C0008377,C1414085,0
C0008377,C3469975,0
C0008377,C1420150,0
C0012022,C1538301,0
C0012022,C1415012,0
C0012022,C1412339,0
C0012022,C1415009,0
C0012022,C1417647,0
C0012022,C1420527,0
C0012022,C1412691,0
C0012022,C1418674,0
C0012022,C1418469,0
C0012022,C1418470,0
C0012022,C1414085,0
C0012022,C3469975,0
C0012022,C1420150,0
C0733899,C1538301,0
C0733899,C1415012,0
C0733899,C1415009,0
C0733899,C1417647,0
C0733899,C1420527,0
C0733899,C1412691,0
C0733899,C1418674,0
C0733899,C1418469,0
C0733899,C1418470,0
C0733899,C1414085,0
C0733899,C3469975,0
C0733899,C1420150,0
C4256055,C1538301,0
C4256055,C1415012,0
C4256055,C1415009,0
C4256055,C1417647,0
C4256055,C1420527,0
C4256055,C1412691,0
C4256055,C1418674,0
C4256055,C1418469,0
C4256055,C1418470,0
C4256055,C1414085,0
C4256055,C3469975,0
C4256055,C1420150,0
C1135132,C1538301,0
C1135132,C1415012,0
C1135132,C1415009,0
C1135132,C1417647,0
C1135132,C1420527,0
C1135132,C1412691,0
C1135132,C1418674,0
C1135132,C1418469,0
C1135132,C1418470,0
C1135132,C1414085,0
C1135132,C3469975,0
C1135132,C1420150,0
C0038742,C1538301,0
C0038742,C1415012,0
C0038742,C1415009,0
C0038742,C1417647,0
C0038742,C1420527,0
C0038742,C1412691,0
C0038742,C1418674,0
C0038742,C1418469,0
C0038742,C1418470,0
C0038742,C1414085,0
C0038742,C3469975,0
C0038742,C1420150,0
C0007554,C1538301,0
C0007554,C1415012,0
C0007554,C1415009,0
C0007554,C1417647,0
C0007554,C1420527,0
C0007554,C1412691,0
C0007554,C1418674,0
C0007554,C1418469,0
C0007554,C1418470,0
C0007554,C1414085,0
C0007554,C3469975,0
C0007554,C1420150,0
C0043474,C1538301,0
C0043474,C1415012,0
C0043474,C1415009,0
C0043474,C1417647,0
C0043474,C1420527,0
C0043474,C1412691,0
C0043474,C1418674,0
C0043474,C1418469,0
C0043474,C1418470,0
C0043474,C1414085,0
C0043474,C3469975,0
C0043474,C1420150,0
C0028156,C1538301,0
C0028156,C1415012,0
C0028156,C1415009,0
C0028156,C1417647,0
C0028156,C1420527,0
C0028156,C1412691,0
C0028156,C1418674,0
C0028156,C1418469,0
C0028156,C1418470,0
C0028156,C1414085,0
C0028156,C3469975,0
C0028156,C1420150,0
C0015121,C1538301,0
C0015121,C1415012,0
C0015121,C1415009,0
C0015121,C1417647,0
C0015121,C1420527,0
C0015121,C1412691,0
C0015121,C1418674,0
C0015121,C1418469,0
C0015121,C1418470,0
C0015121,C1414085,0
C0015121,C3469975,0
C0015121,C1420150,0
C0126174,C1538301,0
C0126174,C1415012,0
C0126174,C1415009,0
C0126174,C1417647,0
C0126174,C1420527,0
C0126174,C1412691,0
C0126174,C1418674,0
C0126174,C1418469,0
C0126174,C1418470,0
C0126174,C1414085,0
C0126174,C3469975,0
C0126174,C1420150,0
C0053570,C1538301,0
C0053570,C1415012,0
C0053570,C1415009,0
C0053570,C1417647,0
C0053570,C1420527,0
C0053570,C1412691,0
C0053570,C1418674,0
C0053570,C1418469,0
C0053570,C1418470,0
C0053570,C1414085,0
C0053570,C3469975,0
C0053570,C1420150,0
C5139749,C1538301,0
C5139749,C1415012,0
C5139749,C1415009,0
C5139749,C1417647,0
C5139749,C1420527,0
C5139749,C1412691,0
C5139749,C1418674,0
C5139749,C1418469,0
C5139749,C1418470,0
C5139749,C1414085,0
C5139749,C3469975,0
C5139749,C1420150,0
C0249529,C1538301,0
C0249529,C1415012,0
C0249529,C1415009,0
C0249529,C1417647,0
C0249529,C1420527,0
C0249529,C1412691,0
C0249529,C1418674,0
C0249529,C1418469,0
C0249529,C1418470,0
C0249529,C1414085,0
C0249529,C3469975,0
C0249529,C1420150,0
C2745274,C1538301,0
C2745274,C1415012,0
C2745274,C1415009,0
C2745274,C1417647,0
C2745274,C1420527,0
C2745274,C1412691,0
C2745274,C1418674,0
C2745274,C1418469,0
C2745274,C1418470,0
C2745274,C1414085,0
C2745274,C3469975,0
C2745274,C1420150,0
C4317559,C1538301,0
C4317559,C1415012,0
C4317559,C1415009,0
C4317559,C1417647,0
C4317559,C1420527,0
C4317559,C1412691,0
C4317559,C1418674,0
C4317559,C1418469,0
C4317559,C1418470,0
C4317559,C1414085,0
C4317559,C3469975,0
C4317559,C1420150,0
C0061851,C1538301,0
C0061851,C1415012,0
C0061851,C1415009,0
C0061851,C1417647,0
C0061851,C1420527,0
C0061851,C1412691,0
C0061851,C1418674,0
C0061851,C1418469,0
C0061851,C1418470,0
C0061851,C1414085,0
C0061851,C3469975,0
C0061851,C1420150,0
C0025644,C1538301,0
C0025644,C1415012,0
C0025644,C1415009,0
C0025644,C1417647,0
C0025644,C1420527,0
C0025644,C1412691,0
C0025644,C1418674,0
C0025644,C1418469,0
C0025644,C1418470,0
C0025644,C1414085,0
C0025644,C3469975,0
C0025644,C1420150,0
C0005059,C1538301,0
C0005059,C1415012,0
C0005059,C1415009,0
C0005059,C1417647,0
C0005059,C1420527,0
C0005059,C1412691,0
C0005059,C1418674,0
C0005059,C1418469,0
C0005059,C1418470,0
C0005059,C1414085,0
C0005059,C3469975,0
C0005059,C1420150,0
C0069397,C1538301,0
C0069397,C1415012,0
C0069397,C1415009,0
C0069397,C1417647,0
C0069397,C1420527,0
C0069397,C1412691,0
C0069397,C1418674,0
C0069397,C1418469,0
C0069397,C1418470,0
C0069397,C1414085,0
C0069397,C3469975,0
C0069397,C1420150,0
C1506802,C1538301,0
C1506802,C1415012,0
C1506802,C1415009,0
C1506802,C1417647,0
C1506802,C1420527,0
C1506802,C1412691,0
C1506802,C1418674,0
C1506802,C1418469,0
C1506802,C1418470,0
C1506802,C1414085,0
C1506802,C3469975,0
C1506802,C1420150,0
C1121849,C1538301,0
C1121849,C1415012,0
C1121849,C1415009,0
C1121849,C1417647,0
C1121849,C1420527,0
C1121849,C1412691,0
C1121849,C1418674,0
C1121849,C1418469,0
C1121849,C1418470,0
C1121849,C1414085,0
C1121849,C3469975,0
C1121849,C1420150,0
C3696416,C1538301,0
C3696416,C1415012,0
C3696416,C1415009,0
C3696416,C1417647,0
C3696416,C1420527,0
C3696416,C1412691,0
C3696416,C1418674,0
C3696416,C1418469,0
C3696416,C1418470,0
C3696416,C1414085,0
C3696416,C3469975,0
C3696416,C1420150,0
C0006700,C1538301,0
C0006700,C1415012,0
C0006700,C1415009,0
C0006700,C1417647,0
C0006700,C1420527,0
C0006700,C1412691,0
C0006700,C1418674,0
C0006700,C1418469,0
C0006700,C1418470,0
C0006700,C1414085,0
C0006700,C3469975,0
C0006700,C1420150,0
C0968887,C1538301,0
C0968887,C1415012,0
C0968887,C1415009,0
C0968887,C1417647,0
C0968887,C1420527,0
C0968887,C1412691,0
C0968887,C1418674,0
C0968887,C1418469,0
C0968887,C1418470,0
C0968887,C1414085,0
C3501287,C1538301,0
C3501287,C1415012,0
C3501287,C1415009,0
C3501287,C1417647,0
C3501287,C1420527,0
C3501287,C1412691,0
C3501287,C1418674,0
C3501287,C1418469,0
C3501287,C1418470,0
C3501287,C1414085,0
C3501287,C3469975,0
C3501287,C1420150,0
C0065152,C1538301,0
C0065152,C1415012,0
C0065152,C1415009,0
C0065152,C1417647,0
C0065152,C1420527,0
C0065152,C1412691,0
C0065152,C1418674,0
C0065152,C1418469,0
C0065152,C1418470,0
C0065152,C1414085,0
C0065152,C3469975,0
C0065152,C1420150,0
C0002144,C1538301,0
C0002144,C1415012,0
C0002144,C1412339,0
C0002144,C1415009,0
C0002144,C1417647,0
C0002144,C1420527,0
C0002144,C1412691,0
C0002144,C1418674,0
C0002144,C1418469,0
C0002144,C1418470,0
C0002144,C1414085,0
C0002144,C3469975,0
C0002144,C1420150,0
C0008783,C1538301,0
C0008783,C1415012,0
C0008783,C1415009,0
C0008783,C1417647,0
C0008783,C1420527,0
C0008783,C1412691,0
C0008783,C1418674,0
C0008783,C1418469,0
C0008783,C1418470,0
C0008783,C1414085,0
C0008783,C3469975,0
C0008783,C1420150,0
C3491971,C1538301,0
C3491971,C1415012,0
C3491971,C1415009,0
C3491971,C1417647,0
C3491971,C1420527,0
C3491971,C1412691,0
C3491971,C1418674,0
C3491971,C1418469,0
C3491971,C1418470,0
C3491971,C1414085,0
C3491971,C3469975,0
C3491971,C1420150,0
C4508906,C1538301,0
C4508906,C1415012,0
C4508906,C1415009,0
C4508906,C1417647,0
C4508906,C1418674,0
C0051871,C1538301,0
C0051871,C1415012,0
C0051871,C1415009,0
C0051871,C1417647,0
C0051871,C1420527,0
C0051871,C1412691,0
C0051871,C1418674,0
C0051871,C1418469,0
C0051871,C1418470,0
C0051871,C1414085,0
C0051871,C3469975,0
C0051871,C1420150,0
C2825286,C1538301,0
C2825286,C1415012,0
C2825286,C1415009,0
C2825286,C1417647,0
C2825286,C1420527,0
C2825286,C1412691,0
C2825286,C1418674,0
C2825286,C1418469,0
C2825286,C1418470,0
C2825286,C1414085,0
C2825286,C3469975,0
C2825286,C1420150,0
C0352536,C1538301,0
C0352536,C1415012,0
C0352536,C1415009,0
C0352536,C1417647,0
C0352536,C1420527,0
C0352536,C1412691,0
C0352536,C1418674,0
C0352536,C1418469,0
C0352536,C1418470,0
C0352536,C1414085,0
C0352536,C3469975,0
C0352536,C1420150,0
C0086140,C1538301,0
C0086140,C1415012,0
C0086140,C1415009,0
C0086140,C1417647,0
C0086140,C1420527,0
C0086140,C1412691,0
C0086140,C1418674,0
C0086140,C1418469,0
C0086140,C1418470,0
C0086140,C1414085,0
C0086140,C3469975,0
C0086140,C1420150,0
C0054129,C1538301,0
C0054129,C1415012,0
C0054129,C1415009,0
C0054129,C1417647,0
C0054129,C1420527,0
C0054129,C1412691,0
C0054129,C1418674,0
C0054129,C1418469,0
C0054129,C1418470,0
C0054129,C1414085,0
C0054129,C3469975,0
C0054129,C1420150,0
C0048852,C1538301,0
C0048852,C1415012,0
C0048852,C1415009,0
C0048852,C1417647,0
C0048852,C1420527,0
C0048852,C1412691,0
C0048852,C1418674,0
C0048852,C1418469,0
C0048852,C1418470,0
C0048852,C1414085,0
C0048852,C3469975,0
C0048852,C1420150,0
C0002027,C1538301,0
C0002027,C1415012,0
C0002027,C1415009,0
C0002027,C1417647,0
C0002027,C1420527,0
C0002027,C1412691,0
C0002027,C1418674,0
C0002027,C1418469,0
C0002027,C1418470,0
C0002027,C1414085,0
C0002027,C3469975,0
C0002027,C1420150,0
C0008241,C1538301,0
C0008241,C1415012,0
C0008241,C1415009,0
C0008241,C1417647,0
C0008241,C1420527,0
C0008241,C1412691,0
C0008241,C1418674,0
C0008241,C1418469,0
C0008241,C1418470,0
C0008241,C1414085,0
C0008241,C3469975,0
C0008241,C1420150,0
C0076705,C1538301,0
C0076705,C1415012,0
C0076705,C1415009,0
C0076705,C1417647,0
C0076705,C1420527,0
C0076705,C1412691,0
C0076705,C1418674,0
C0076705,C1418469,0
C0076705,C1418470,0
C0076705,C1414085,0
C0076705,C3469975,0
C0076705,C1420150,0
C0004057,C1538301,0
C0004057,C1415012,0
C0004057,C1412339,0
C0004057,C1415009,0
C0004057,C1417647,0
C0004057,C1420527,0
C0004057,C1412691,0
C0004057,C1418674,0
C0004057,C1418469,0
C0004057,C1418470,0
C0004057,C1414085,0
C0004057,C3469975,0
C0004057,C1420150,0
C0026933,C1538301,0
C0026933,C1415012,0
C0026933,C1415009,0
C0026933,C1417647,0
C0026933,C1420527,0
C0026933,C1412691,0
C0026933,C1418674,0
C0026933,C1418469,0
C0026933,C1418470,0
C0026933,C1414085,0
C0026933,C3469975,0
C0026933,C1420150,0
C0027396,C1538301,0
C0027396,C1415012,0
C0027396,C1415009,0
C0027396,C1417647,0
C0027396,C1420527,0
C0027396,C1412691,0
C0027396,C1418674,0
C0027396,C1418469,0
C0027396,C1418470,0
C0027396,C1414085,0
C0027396,C3469975,0
C0027396,C1420150,0
C0144576,C1538301,0
C0144576,C1415012,0
C0144576,C1412339,0
C0144576,C1415009,0
C0144576,C1417647,0
C0144576,C1420527,0
C0144576,C1412691,0
C0144576,C1418674,0
C0144576,C1418469,0
C0144576,C1418470,0
C0144576,C1414085,0
C0144576,C3469975,0
C0144576,C1420150,0
C0754011,C1538301,0
C0754011,C1415012,0
C0754011,C1415009,0
C0754011,C1417647,0
C0754011,C1420527,0
C0754011,C1412691,0
C0754011,C1418674,0
C0754011,C1418469,0
C0754011,C1418470,0
C0754011,C1414085,0
C0754011,C3469975,0
C0754011,C1420150,0
C0039834,C1538301,0
C0039834,C1415012,0
C0039834,C1415009,0
C0039834,C1417647,0
C0039834,C1420527,0
C0039834,C1412691,0
C0039834,C1418674,0
C0039834,C1418469,0
C0039834,C1418470,0
C0039834,C1414085,0
C0039834,C3469975,0
C0039834,C1420150,0
C0015137,C1538301,0
C0015137,C1415012,0
C0015137,C1415009,0
C0015137,C1417647,0
C0015137,C1420527,0
C0015137,C1412691,0
C0015137,C1418674,0
C0015137,C1418469,0
C0015137,C1418470,0
C0015137,C1414085,0
C0015137,C3469975,0
C0015137,C1420150,0
C1142985,C1538301,0
C1142985,C1415012,0
C1142985,C1415009,0
C1142985,C1417647,0
C1142985,C1420527,0
C1142985,C1412691,0
C1142985,C1418674,0
C1142985,C1418469,0
C1142985,C1418470,0
C1142985,C1414085,0
C1142985,C3469975,0
C1142985,C1420150,0
C0947663,C1538301,0
C0947663,C1415012,0
C0947663,C1415009,0
C0947663,C1417647,0
C0947663,C1420527,0
C0947663,C1412691,0
C0947663,C1418674,0
C0947663,C1418469,0
C0947663,C1418470,0
C0947663,C1414085,0
C0947663,C3469975,0
C0947663,C1420150,0
C0762662,C1538301,0
C0762662,C1415012,0
C0762662,C1415009,0
C0762662,C1417647,0
C0762662,C1420527,0
C0762662,C1412691,0
C0762662,C1418674,0
C0762662,C1418469,0
C0762662,C1418470,0
C0762662,C1414085,0
C0762662,C3469975,0
C0762662,C1420150,0
C0002334,C1538301,0
C0002334,C1415012,0
C0002334,C1415009,0
C0002334,C1417647,0
C0002334,C1420527,0
C0002334,C1412691,0
C0002334,C1418674,0
C0002334,C1418469,0
C0002334,C1418470,0
C0002334,C1414085,0
C0002334,C3469975,0
C0002334,C1420150,0
C0024480,C1538301,0
C0024480,C1415012,0
C0024480,C1412339,0
C0024480,C1415009,0
C0024480,C1417647,0
C0024480,C1420527,0
C0024480,C1412691,0
C0024480,C1418674,0
C0024480,C1418469,0
C0024480,C1418470,0
C0024480,C1414085,0
C0024480,C3469975,0
C0024480,C1420150,0
C0213404,C1538301,0
C0213404,C1415012,0
C0213404,C1415009,0
C0213404,C1417647,0
C0213404,C1420527,0
C0213404,C1412691,0
C0213404,C1418674,0
C0213404,C1418469,0
C0213404,C1418470,0
C0213404,C1414085,0
C0213404,C3469975,0
C0213404,C1420150,0
C1570906,C1538301,0
C1570906,C1415012,0
C1570906,C1415009,0
C1570906,C1417647,0
C1570906,C1420527,0
C1570906,C1412691,0
C1570906,C1418674,0
C1570906,C1418469,0
C1570906,C1418470,0
C1570906,C1414085,0
C1570906,C3469975,0
C1570906,C1420150,0
C1328702,C1538301,0
C1328702,C1415012,0
C1328702,C1415009,0
C1328702,C1417647,0
C1328702,C1420527,0
C1328702,C1412691,0
C1328702,C1418674,0
C1328702,C1418469,0
C1328702,C1418470,0
C1328702,C1414085,0
C1328702,C3469975,0
C1328702,C1420150,0
C0167117,C1538301,0
C0167117,C1415012,0
C0167117,C1415009,0
C0167117,C1417647,0
C0167117,C1420527,0
C0167117,C1412691,0
C0167117,C1418674,0
C0167117,C1418469,0
C0167117,C1418470,0
C0167117,C1414085,0
C0167117,C3469975,0
C0167117,C1420150,0
C0052882,C1538301,0
C0052882,C1415012,0
C0052882,C1415009,0
C0052882,C1417647,0
C0052882,C1420527,0
C0052882,C1412691,0
C0052882,C1418674,0
C0052882,C1418469,0
C0052882,C1418470,0
C0052882,C1414085,0
C0052882,C3469975,0
C0052882,C1420150,0
C1101322,C1538301,0
C1101322,C1415012,0
C1101322,C1415009,0
C1101322,C1417647,0
C1101322,C1420527,0
C1101322,C1412691,0
C1101322,C1418674,0
C1101322,C1418469,0
C1101322,C1418470,0
C1101322,C1414085,0
C1101322,C3469975,0
C1101322,C1420150,0
C0035976,C1538301,0
C0035976,C1415012,0
C0035976,C1415009,0
C0035976,C1417647,0
C0035976,C1420527,0
C0035976,C1412691,0
C0035976,C1418674,0
C0035976,C1418469,0
C0035976,C1418470,0
C0035976,C1414085,0
C0035976,C3469975,0
C0035976,C1420150,0
C0033148,C1538301,0
C0033148,C1415012,0
C0033148,C1415009,0
C0033148,C1417647,0
C0033148,C1420527,0
C0033148,C1412691,0
C0033148,C1418674,0
C0033148,C1418469,0
C0033148,C1418470,0
C0033148,C1414085,0
C0033148,C3469975,0
C0033148,C1420150,0
C4255997,C1538301,0
C4255997,C1415012,0
C4255997,C1415009,0
C4255997,C1417647,0
C4255997,C1420527,0
C4255997,C1412691,0
C4255997,C1418674,0
C4255997,C1418469,0
C4255997,C1418470,0
C4255997,C1414085,0
C4255997,C3469975,0
C4255997,C1420150,0
C0917744,C1538301,0
C0917744,C1415012,0
C0917744,C1415009,0
C0917744,C1417647,0
C0917744,C1420527,0
C0917744,C1412691,0
C0917744,C1418674,0
C0917744,C1418469,0
C0917744,C1418470,0
C0917744,C1414085,0
C0917744,C3469975,0
C0917744,C1420150,0
C0073994,C1538301,0
C0073994,C1415012,0
C0073994,C1415009,0
C0073994,C1417647,0
C0073994,C1420527,0
C0073994,C1412691,0
C0073994,C1418674,0
C0073994,C1418469,0
C0073994,C1418470,0
C0073994,C1414085,0
C0073994,C3469975,0
C0073994,C1420150,0
