Drug_UMLS_CUI,Disease_UMLS_CUI,GROUNDTRUTH
C0023570,C0271051,0
C0023570,C0022104,0
C0023570,C0006266,0
C0023570,C0021775,0
C0023570,C0024408,0
C0023570,C0002895,0
C0023570,C0268631,0
C0023570,C0006826,0
C0023570,C0268595,0
C0023570,C0751434,0
C0023570,C0013238,0
C0023570,C0752120,0
C0023570,C0018802,0
C0023570,C0752121,0
C0023570,C0036341,0
C0023570,C0017601,0
C0023570,C0013364,0
C0023570,C0014335,0
C0023570,C0006271,0
C0023570,C0035372,0
C0023570,C0393735,0
C0023570,C0020179,0
C0023570,C0003578,0
C0023570,C0282512,0
C0023570,C0027126,0
C0023570,C0268467,0
C0023570,C0349653,0
C0023570,C0393571,0
C0023570,C1563715,0
C0023570,C0175694,0
C0023570,C0017605,0
C0023570,C3714756,0
C0077126,C0023264,0
C0077126,C0751882,0
C0077126,C1849508,0
C0077126,C0043459,0
C0077126,C0024408,0
C0077126,C0268631,0
C0077126,C0268595,0
C0077126,C0027126,0
C0077126,C0268467,0
C0077126,C0349653,0
C0076278,C0023264,0
C0076278,C0751882,0
C0076278,C1849508,0
C0076278,C0043459,0
C0076278,C0024408,0
C0076278,C0268631,0
C0076278,C0268595,0
C0076278,C0027126,0
C0076278,C0268467,0
C0076278,C0349653,0
C4058811,C0023264,0
C4058811,C0751882,0
C4058811,C1849508,0
C4058811,C0043459,0
C4058811,C0024408,0
C4058811,C0268631,0
C4058811,C0268595,0
C4058811,C0027126,0
C4058811,C0268467,0
C4058811,C0349653,0
C0754280,C0023264,0
C0754280,C0751882,0
C0754280,C1849508,0
C0754280,C0043459,0
C0754280,C0024408,0
C0754280,C0268631,0
C0754280,C0268595,0
C0754280,C0027126,0
C0754280,C0268467,0
C0754280,C0349653,0
C1700874,C0023264,0
C1700874,C0751882,0
C1700874,C1849508,0
C1700874,C0043459,0
C1700874,C0024408,0
C1700874,C0268631,0
C1700874,C0268595,0
C1700874,C0027126,0
C1700874,C0268467,0
C1700874,C0349653,0
C0034239,C0023264,0
C0034239,C0751882,0
C0034239,C1849508,0
C0034239,C0043459,0
C0034239,C0024408,0
C0034239,C0268631,0
C0034239,C0268595,0
C0034239,C0027126,0
C0034239,C0268467,0
C0034239,C0349653,0
C0066477,C0023264,0
C0066477,C0751882,0
C0066477,C1849508,0
C0066477,C0043459,0
C0066477,C0024408,0
C0066477,C0268631,0
C0066477,C0268595,0
C0066477,C0027126,0
C0066477,C0268467,0
C0066477,C0349653,0
C1098261,C0023264,0
C1098261,C0751882,0
C1098261,C1849508,0
C1098261,C0043459,0
C1098261,C0024408,0
C1098261,C0268631,0
C1098261,C0268595,0
C1098261,C0027126,0
C1098261,C0268467,0
C1098261,C0349653,0
C0078442,C0023264,0
C0078442,C0751882,0
C0078442,C1849508,0
C0078442,C0043459,0
C0078442,C0024408,0
C0078442,C0268631,0
C0078442,C0268595,0
C0078442,C0027126,0
C0078442,C0268467,0
C0078442,C0349653,0
C1170011,C0023264,0
C1170011,C0751882,0
C1170011,C1849508,0
C1170011,C0043459,0
C1170011,C0024408,0
C1170011,C0268631,0
C1170011,C0268595,0
C1170011,C0027126,0
C1170011,C0268467,0
C1170011,C0349653,0
C0022251,C0023264,0
C0022251,C0751882,0
C0022251,C1849508,0
C0022251,C0043459,0
C0022251,C0024408,0
C0022251,C0268631,0
C0022251,C0268595,0
C0022251,C0027126,0
C0022251,C0268467,0
C0022251,C0349653,0
C0022252,C0023264,0
C0022252,C0751882,0
C0022252,C1849508,0
C0022252,C0043459,0
C0022252,C0024408,0
C0022252,C0268631,0
C0022252,C0268595,0
C0022252,C0027126,0
C0022252,C0268467,0
C0022252,C0349653,0
C0054015,C0023264,0
C0054015,C0751882,0
C0054015,C1849508,0
C0054015,C0043459,0
C0054015,C0024408,0
C0054015,C0268631,0
C0054015,C0268595,0
C0054015,C0027126,0
C0054015,C0268467,0
C0054015,C0349653,0
C0103045,C0023264,0
C0103045,C0751882,0
C0103045,C1849508,0
C0103045,C0043459,0
C0103045,C0024408,0
C0103045,C0268631,0
C0103045,C0268595,0
C0103045,C0027126,0
C0103045,C0268467,0
C0103045,C0349653,0
C0304441,C0023264,0
C0304441,C0751882,0
C0304441,C1849508,0
C0304441,C0043459,0
C0304441,C0024408,0
C0304441,C0268631,0
C0304441,C0268595,0
C0304441,C0027126,0
C0304441,C0268467,0
C0304441,C0349653,0
C0031184,C0023264,0
C0031184,C0751882,0
C0031184,C1849508,0
C0031184,C0043459,0
C0031184,C0024408,0
C0031184,C0268631,0
C0031184,C0268595,0
C0031184,C0027126,0
C0031184,C0268467,0
C0031184,C0349653,0
C0379142,C0023264,0
C0379142,C0751882,0
C0379142,C1849508,0
C0379142,C0043459,0
C0379142,C0024408,0
C0379142,C0268631,0
C0379142,C0268595,0
C0379142,C0027126,0
C0379142,C0268467,0
C0379142,C0349653,0
C0092777,C0023264,0
C0092777,C0751882,0
C0092777,C1849508,0
C0092777,C0043459,0
C0092777,C0024408,0
C0092777,C0268631,0
C0092777,C0268595,0
C0092777,C0027126,0
C0092777,C0268467,0
C0092777,C0349653,0
C0023556,C0023264,0
C0023556,C0751882,0
C0023556,C1849508,0
C0023556,C0043459,0
C0023556,C0024408,0
C0023556,C0268631,0
C0023556,C0268595,0
C0023556,C0027126,0
C0023556,C0268467,0
C0023556,C0349653,0
C5139845,C0023264,0
C5139845,C0751882,0
C5139845,C1849508,0
C5139845,C0043459,0
C5139845,C0024408,0
C5139845,C0268631,0
C5139845,C0268595,0
C5139845,C0027126,0
C5139845,C0268467,0
C5139845,C0349653,0
C0379149,C0023264,0
C0379149,C0751882,0
C0379149,C1849508,0
C0379149,C0043459,0
C0379149,C0024408,0
C0379149,C0268631,0
C0379149,C0268595,0
C0379149,C0027126,0
C0379149,C0268467,0
C0379149,C0349653,0
C0077144,C0023264,0
C0077144,C0751882,0
C0077144,C1849508,0
C0077144,C0043459,0
C0077144,C0024408,0
C0077144,C0268631,0
C0077144,C0268595,0
C0077144,C0027126,0
C0077144,C0268467,0
C0077144,C0349653,0
C0048852,C0023264,0
C0048852,C0751882,0
C0048852,C1849508,0
C0048852,C0043459,0
C0048852,C0024408,0
C0048852,C0268631,0
C0048852,C0268595,0
C0048852,C0027126,0
C0048852,C0268467,0
C0048852,C0349653,0
C0065152,C0023264,0
C0065152,C0751882,0
C0065152,C1849508,0
C0065152,C0043459,0
C0065152,C0024408,0
C0065152,C0268631,0
C0065152,C0268595,0
C0065152,C0027126,0
C0065152,C0268467,0
C0065152,C0349653,0
C0032036,C0023264,0
C0032036,C0751882,0
C0032036,C1849508,0
C0032036,C0043459,0
C0032036,C0024408,0
C0032036,C0268631,0
C0032036,C0268595,0
C0032036,C0027126,0
C0032036,C0268467,0
C0032036,C0349653,0
C0009262,C0023264,0
C0009262,C0751882,0
C0009262,C1849508,0
C0009262,C0043459,0
C0009262,C0024408,0
C0009262,C0268631,0
C0009262,C0268595,0
C0009262,C0027126,0
C0009262,C0268467,0
C0009262,C0349653,0
C0113293,C0023264,0
C0113293,C0751882,0
C0113293,C1849508,0
C0113293,C0043459,0
C0113293,C0024408,0
C0113293,C0268631,0
C0113293,C0268595,0
C0113293,C0027126,0
C0113293,C0268467,0
C0113293,C0349653,0
C2976303,C0023264,0
C2976303,C0751882,0
C2976303,C1849508,0
C2976303,C0043459,0
C2976303,C0024408,0
C2976303,C0268631,0
C2976303,C0268595,0
C2976303,C0027126,0
C2976303,C0268467,0
C2976303,C0349653,0
C0025746,C0023264,0
C0025746,C0751882,0
C0025746,C1849508,0
C0025746,C0043459,0
C0025746,C0024408,0
C0025746,C0268631,0
C0025746,C0268595,0
C0025746,C0027126,0
C0025746,C0268467,0
C0025746,C0349653,0
C0054034,C0023264,0
C0054034,C0751882,0
C0054034,C1849508,0
C0054034,C0043459,0
C0054034,C0024408,0
C0054034,C0268631,0
C0054034,C0268595,0
C0054034,C0027126,0
C0054034,C0268467,0
C0054034,C0349653,0
C0023566,C0023264,0
C0023566,C0751882,0
C0023566,C1849508,0
C0023566,C0043459,0
C0023566,C0024408,0
C0023566,C0268631,0
C0023566,C0268595,0
C0023566,C0027126,0
C0023566,C0268467,0
C0023566,C0349653,0
C0953467,C0023264,0
C0953467,C0751882,0
C0953467,C1849508,0
C0953467,C0043459,0
C0953467,C0024408,0
C0953467,C0268631,0
C0953467,C0268595,0
C0953467,C0027126,0
C0953467,C0268467,0
C0953467,C0349653,0
C0123091,C0023264,0
C0123091,C0751882,0
C0123091,C1849508,0
C0123091,C0043459,0
C0123091,C0024408,0
C0123091,C0268631,0
C0123091,C0268595,0
C0123091,C0027126,0
C0123091,C0268467,0
C0123091,C0349653,0
C0002645,C0023264,0
C0002645,C0751882,0
C0002645,C1849508,0
C0002645,C0043459,0
C0002645,C0024408,0
C0002645,C0268631,0
C0002645,C0268595,0
C0002645,C0027126,0
C0002645,C0268467,0
C0002645,C0349653,0
C0002644,C0023264,0
C0002644,C0751882,0
C0002644,C1849508,0
C0002644,C0043459,0
C0002644,C0024408,0
C0002644,C0268631,0
C0002644,C0268595,0
C0002644,C0027126,0
C0002644,C0268467,0
C0002644,C0349653,0
C2987430,C0023264,0
C2987430,C0751882,0
C2987430,C1849508,0
C2987430,C0043459,0
C2987430,C0024408,0
C2987430,C0268631,0
C2987430,C0268595,0
C2987430,C0027126,0
C2987430,C0268467,0
C2987430,C0349653,0
C0290883,C0023264,0
C0290883,C0751882,0
C0290883,C1849508,0
C0290883,C0043459,0
C0290883,C0024408,0
C0290883,C0268631,0
C0290883,C0268595,0
C0290883,C0027126,0
C0290883,C0268467,0
C0290883,C0349653,0
C0022230,C0023264,0
C0022230,C0751882,0
C0022230,C1849508,0
C0022230,C0043459,0
C0022230,C0024408,0
C0022230,C0268631,0
C0022230,C0268595,0
C0022230,C0027126,0
C0022230,C0268467,0
C0022230,C0349653,0
C4519167,C0023264,0
C4519167,C0751882,0
C4519167,C1849508,0
C4519167,C0043459,0
C4519167,C0024408,0
C4519167,C0268631,0
C4519167,C0268595,0
C4519167,C0027126,0
C4519167,C0268467,0
C4519167,C0349653,0
C2001521,C0023264,0
C2001521,C0751882,0
C2001521,C1849508,0
C2001521,C0043459,0
C2001521,C0024408,0
C2001521,C0268631,0
C2001521,C0268595,0
C2001521,C0027126,0
C2001521,C0268467,0
C2001521,C0349653,0
C1654703,C0023264,0
C1654703,C0751882,0
C1654703,C1849508,0
C1654703,C0043459,0
C1654703,C0024408,0
C1654703,C0268631,0
C1654703,C0268595,0
C1654703,C0027126,0
C1654703,C0268467,0
C1654703,C0349653,0
C2001525,C0023264,0
C2001525,C0751882,0
C2001525,C1849508,0
C2001525,C0043459,0
C2001525,C0024408,0
C2001525,C0268631,0
C2001525,C0268595,0
C2001525,C0027126,0
C2001525,C0268467,0
C2001525,C0349653,0
C0022209,C0023264,0
C0022209,C0751882,0
C0022209,C1849508,0
C0022209,C0043459,0
C0022209,C0024408,0
C0022209,C0268631,0
C0022209,C0268595,0
C0022209,C0027126,0
C0022209,C0268467,0
C0022209,C0349653,0
C0379881,C0023264,0
C0379881,C0751882,0
C0379881,C1849508,0
C0379881,C0043459,0
C0379881,C0024408,0
C0379881,C0268631,0
C0379881,C0268595,0
C0379881,C0027126,0
C0379881,C0268467,0
C0379881,C0349653,0
C1566435,C0023264,0
C1566435,C0751882,0
C1566435,C1849508,0
C1566435,C0043459,0
C1566435,C0024408,0
C1566435,C0268631,0
C1566435,C0268595,0
C1566435,C0027126,0
C1566435,C0268467,0
C1566435,C0349653,0
C1328702,C0023264,0
C1328702,C0751882,0
C1328702,C1849508,0
C1328702,C0043459,0
C1328702,C0024408,0
C1328702,C0268631,0
C1328702,C0268595,0
C1328702,C0027126,0
C1328702,C0268467,0
C1328702,C0349653,0
C3537177,C0023264,0
C3537177,C0751882,0
C3537177,C1849508,0
C3537177,C0043459,0
C3537177,C0024408,0
C3537177,C0268631,0
C3537177,C0268595,0
C3537177,C0027126,0
C3537177,C0268467,0
C3537177,C0349653,0
C0057558,C0023264,0
C0057558,C0751882,0
C0057558,C1849508,0
C0057558,C0043459,0
C0057558,C0024408,0
C0057558,C0268631,0
C0057558,C0268595,0
C0057558,C0027126,0
C0057558,C0268467,0
C0057558,C0349653,0
C0035525,C0023264,0
C0035525,C0751882,0
C0035525,C1849508,0
C0035525,C0043459,0
C0035525,C0024408,0
C0035525,C0268631,0
C0035525,C0268595,0
C0035525,C0027126,0
C0035525,C0268467,0
C0035525,C0349653,0
C0065175,C0023264,0
C0065175,C0751882,0
C0065175,C1849508,0
C0065175,C0043459,0
C0065175,C0024408,0
C0065175,C0268631,0
C0065175,C0268595,0
C0065175,C0027126,0
C0065175,C0268467,0
C0065175,C0349653,0
C2830183,C0023264,0
C2830183,C0751882,0
C2830183,C1849508,0
C2830183,C0043459,0
C2830183,C0024408,0
C2830183,C0268631,0
C2830183,C0268595,0
C2830183,C0027126,0
C2830183,C0268467,0
C2830183,C0349653,0
C0536128,C0023264,0
C0536128,C0751882,0
C0536128,C1849508,0
C0536128,C0043459,0
C0536128,C0024408,0
C0536128,C0268631,0
C0536128,C0268595,0
C0536128,C0027126,0
C0536128,C0268467,0
C0536128,C0349653,0
C0035527,C0036572,0
C0035527,C0282528,0
C0035527,C0008780,0
C0035527,C0149893,0
C0035527,C0020541,0
C0035527,C0023895,0
C0035527,C0030193,0
C0035527,C1535926,0
C0035527,C0023890,0
C0035527,C0005424,0
C0035527,C0002395,0
C0035527,C2931688,0
C0035527,C0162635,0
C0035527,C0014553,0
C0035527,C0037772,0
C0035527,C1142166,0
C0035527,C0038220,0
C0035527,C0085612,0
C0035527,C0007222,0
C0035527,C0022972,0
C0035527,C0004604,0
C0035527,C0029408,0
C0035527,C0003873,0
C0035527,C0026896,0
C0035527,C0009806,0
C0035527,C0011849,0
C0035527,C0023264,0
C0035527,C1145670,0
C0035527,C0038868,0
C0035527,C0751882,0
C0035527,C0029121,0
C0035527,C0342895,0
C0035527,C0035222,0
C0035527,C0085649,0
C0035527,C0002736,0
C0035527,C0004238,0
C0035527,C0376358,0
C0035527,C0007959,0
C0035527,C0037928,0
C0035527,C0004352,0
C0035527,C1692317,0
C0035527,C0037769,0
C0035527,C0553604,0
C0035527,C0038218,0
C0035527,C0010200,0
C0035527,C3495559,0
C0035527,C0033845,0
C0035527,C0020538,0
C0035527,C0032580,0
C0035527,C0001916,0
C0035527,C1849508,0
C0035527,C0020258,0
C0035527,C0003537,0
C0035527,C0030567,0
C0035527,C0520679,0
C0035527,C0948089,0
C0035527,C0013604,0
C0035527,C0600260,0
C0035527,C0016719,0
C0035527,C0442874,0
C0035527,C0347950,0
C0035527,C0087012,0
C0035527,C0011269,0
C0035527,C0017612,0
C0035527,C1527304,0
C0035527,C2711227,0
C0035527,C0026847,0
C0035527,C0026848,0
C0035527,C0206693,0
C0035527,C0338451,0
C0035527,C0006325,0
C0035527,C0236780,0
C0035527,C0005586,0
C0035527,C0031485,0
C0035527,C0004096,0
C0035527,C0034063,0
C0035527,C1956346,0
C0035527,C0043459,0
C0035527,C0008350,0
C0035527,C0751965,0
C0035527,C0027947,0
C0035527,C0009324,0
C0035527,C0085417,0
C0035527,C0242383,0
C0035527,C0022658,0
C0035527,C0028754,0
C0035527,C0242422,0
C0035527,C3203102,0
C0035527,C0238052,0
C0035527,C0011884,0
C0035527,C0015967,0
C0035527,C0684249,0
C0035527,C0278883,0
C0035527,C1168401,0
C0035527,C0206754,0
C0035527,C0042510,0
C0035527,C0751435,0
C0035527,C0751436,0
C0035527,C0271051,0
C0035527,C0022104,0
C0035527,C0002418,0
C0035527,C0006266,0
C0035527,C0021775,0
C0035527,C0024408,0
C0035527,C0002895,0
C0035527,C0268631,0
C0035527,C0006826,0
C0035527,C0268595,0
C0035527,C0751434,0
C0035527,C0013238,0
C0035527,C0752120,0
C0035527,C0018802,0
C0035527,C0752121,0
C0035527,C0078918,0
C0035527,C0036341,0
C0035527,C0017601,0
C0035527,C0013364,0
C0035527,C0014335,0
C0035527,C0006271,0
C0035527,C0035372,0
C0035527,C0393735,0
C0035527,C0020179,0
C0035527,C0003578,0
C0035527,C0282512,0
C0035527,C0027126,0
C0035527,C0268467,0
C0035527,C0349653,0
C0035527,C0393571,0
C0035527,C1563715,0
C0035527,C0175694,0
C0035527,C0035258,0
C0035527,C0017605,0
C0035527,C3714756,0
C0042291,C0023264,0
C0042291,C0751882,0
C0042291,C1849508,0
C0042291,C0043459,0
C0042291,C0024408,0
C0042291,C0268631,0
C0042291,C0268595,0
C0042291,C0027126,0
C0042291,C0268467,0
C0042291,C0349653,0
C1100924,C0023264,0
C1100924,C0751882,0
C1100924,C1849508,0
C1100924,C0043459,0
C1100924,C0024408,0
C1100924,C0268631,0
C1100924,C0268595,0
C1100924,C0027126,0
C1100924,C0268467,0
C1100924,C0349653,0
C2606637,C0023264,0
C2606637,C0751882,0
C2606637,C1849508,0
C2606637,C0043459,0
C2606637,C0024408,0
C2606637,C0268631,0
C2606637,C0268595,0
C2606637,C0027126,0
C2606637,C0268467,0
C2606637,C0349653,0
C0058895,C0023264,0
C0058895,C0751882,0
C0058895,C1849508,0
C0058895,C0043459,0
C0058895,C0024408,0
C0058895,C0268631,0
C0058895,C0268595,0
C0058895,C0027126,0
C0058895,C0268467,0
C0058895,C0349653,0
C1121849,C0023264,0
C1121849,C0751882,0
C1121849,C1849508,0
C1121849,C0043459,0
C1121849,C0024408,0
C1121849,C0268631,0
C1121849,C0268595,0
C1121849,C0027126,0
C1121849,C0268467,0
C1121849,C0349653,0
C0917744,C0023264,0
C0917744,C0751882,0
C0917744,C1849508,0
C0917744,C0043459,0
C0917744,C0024408,0
C0917744,C0268631,0
C0917744,C0268595,0
C0917744,C0027126,0
C0917744,C0268467,0
C0917744,C0349653,0
C0065180,C0023264,0
C0065180,C0751882,0
C0065180,C1849508,0
C0065180,C0043459,0
C0065180,C0024408,0
C0065180,C0268631,0
C0065180,C0268595,0
C0065180,C0027126,0
C0065180,C0268467,0
C0065180,C0349653,0
C0042285,C0023264,0
C0042285,C0751882,0
C0042285,C1849508,0
C0042285,C0043459,0
C0042285,C0024408,0
C0042285,C0268631,0
C0042285,C0268595,0
C0042285,C0027126,0
C0042285,C0268467,0
C0042285,C0349653,0
C0074909,C0023264,0
C0074909,C0751882,0
C0074909,C1849508,0
C0074909,C0043459,0
C0074909,C0024408,0
C0074909,C0268631,0
C0074909,C0268595,0
C0074909,C0027126,0
C0074909,C0268467,0
C0074909,C0349653,0
C0059752,C0023264,0
C0059752,C0751882,0
C0059752,C1849508,0
C0059752,C0043459,0
C0059752,C0024408,0
C0059752,C0268631,0
C0059752,C0268595,0
C0059752,C0027126,0
C0059752,C0268467,0
C0059752,C0349653,0
C0123163,C0023264,0
C0123163,C0751882,0
C0123163,C1849508,0
C0123163,C0043459,0
C0123163,C0024408,0
C0123163,C0268631,0
C0123163,C0268595,0
C0123163,C0027126,0
C0123163,C0268467,0
C0123163,C0349653,0
C0054065,C0023264,0
C0054065,C0751882,0
C0054065,C1849508,0
C0054065,C0043459,0
C0054065,C0024408,0
C0054065,C0268631,0
C0054065,C0268595,0
C0054065,C0027126,0
C0054065,C0268467,0
C0054065,C0349653,0
C4287804,C0023264,0
C4287804,C0751882,0
C4287804,C1849508,0
C4287804,C0043459,0
C4287804,C0024408,0
C4287804,C0268631,0
C4287804,C0268595,0
C4287804,C0027126,0
C4287804,C0268467,0
C4287804,C0349653,0
C4287805,C0023264,0
C4287805,C0751882,0
C4287805,C1849508,0
C4287805,C0043459,0
C4287805,C0024408,0
C4287805,C0268631,0
C4287805,C0268595,0
C4287805,C0027126,0
C4287805,C0268467,0
C4287805,C0349653,0
C0002615,C0023264,0
C0002615,C0751882,0
C0002615,C1849508,0
C0002615,C0043459,0
C0002615,C0024408,0
C0002615,C0268631,0
C0002615,C0268595,0
C0002615,C0027126,0
C0002615,C0268467,0
C0002615,C0349653,0
C0526304,C0023264,0
C0526304,C0751882,0
C0526304,C1849508,0
C0526304,C0043459,0
C0526304,C0024408,0
C0526304,C0268631,0
C0526304,C0268595,0
C0526304,C0027126,0
C0526304,C0268467,0
C0526304,C0349653,0
C0050940,C0023264,0
C0050940,C0751882,0
C0050940,C1849508,0
C0050940,C0043459,0
C0050940,C0024408,0
C0050940,C0268631,0
C0050940,C0268595,0
C0050940,C0027126,0
C0050940,C0268467,0
C0050940,C0349653,0
C3848585,C0023264,0
C3848585,C0751882,0
C3848585,C1849508,0
C3848585,C0043459,0
C3848585,C0024408,0
C3848585,C0268631,0
C3848585,C0268595,0
C3848585,C0027126,0
C3848585,C0268467,0
C3848585,C0349653,0
C3848583,C0023264,0
C3848583,C0751882,0
C3848583,C1849508,0
C3848583,C0043459,0
C3848583,C0024408,0
C3848583,C0268631,0
C3848583,C0268595,0
C3848583,C0027126,0
C3848583,C0268467,0
C3848583,C0349653,0
C3848584,C0023264,0
C3848584,C0751882,0
C3848584,C1849508,0
C3848584,C0043459,0
C3848584,C0024408,0
C3848584,C0268631,0
C3848584,C0268595,0
C3848584,C0027126,0
C3848584,C0268467,0
C3848584,C0349653,0
C2935023,C0023264,0
C2935023,C0751882,0
C2935023,C1849508,0
C2935023,C0043459,0
C2935023,C0024408,0
C2935023,C0268631,0
C2935023,C0268595,0
C2935023,C0027126,0
C2935023,C0268467,0
C2935023,C0349653,0
C0080356,C0023264,0
C0080356,C0751882,0
C0080356,C1849508,0
C0080356,C0043459,0
C0080356,C0024408,0
C0080356,C0268631,0
C0080356,C0268595,0
C0080356,C0027126,0
C0080356,C0268467,0
C0080356,C0349653,0
C0065199,C0023264,0
C0065199,C0751882,0
C0065199,C1849508,0
C0065199,C0043459,0
C0065199,C0024408,0
C0065199,C0268631,0
C0065199,C0268595,0
C0065199,C0027126,0
C0065199,C0268467,0
C0065199,C0349653,0
C0040096,C0023264,0
C0040096,C0751882,0
C0040096,C1849508,0
C0040096,C0043459,0
C0040096,C0024408,0
C0040096,C0268631,0
C0040096,C0268595,0
C0040096,C0027126,0
C0040096,C0268467,0
C0040096,C0349653,0
C0537439,C0023264,0
C0537439,C0751882,0
C0537439,C0024408,0
C0537439,C0268595,0
C0537439,C0027126,0
C0048808,C0023264,0
C0048808,C0751882,0
C0048808,C1849508,0
C0048808,C0043459,0
C0048808,C0024408,0
C0048808,C0268631,0
C0048808,C0268595,0
C0048808,C0027126,0
C0048808,C0268467,0
C0048808,C0349653,0
C4292386,C0023264,0
C4292386,C0751882,0
C4292386,C1849508,0
C4292386,C0043459,0
C4292386,C0024408,0
C4292386,C0268631,0
C4292386,C0268595,0
C4292386,C0027126,0
C4292386,C0268467,0
C4292386,C0349653,0
C0008377,C0023264,0
C0008377,C0751882,0
C0008377,C1849508,0
C0008377,C0043459,0
C0008377,C0024408,0
C0008377,C0268631,0
C0008377,C0268595,0
C0008377,C0027126,0
C0008377,C0268467,0
C0008377,C0349653,0
C4292384,C0023264,0
C4292384,C0751882,0
C4292384,C1849508,0
C4292384,C0043459,0
C4292384,C0024408,0
C4292384,C0268631,0
C4292384,C0268595,0
C4292384,C0027126,0
C4292384,C0268467,0
C4292384,C0349653,0
C0009226,C0023264,0
C0009226,C0751882,0
C0009226,C1849508,0
C0009226,C0043459,0
C0009226,C0024408,0
C0009226,C0268631,0
C0009226,C0268595,0
C0009226,C0027126,0
C0009226,C0268467,0
C0009226,C0349653,0
C3818721,C0023264,0
C3818721,C0751882,0
C3818721,C1849508,0
C3818721,C0043459,0
C3818721,C0024408,0
C3818721,C0268631,0
C3818721,C0268595,0
C3818721,C0027126,0
C3818721,C0268467,0
C3818721,C0349653,0
C0733530,C0023264,0
C0733530,C0751882,0
C0733530,C1849508,0
C0733530,C0043459,0
C0733530,C0024408,0
C0733530,C0268631,0
C0733530,C0268595,0
C0733530,C0027126,0
C0733530,C0268467,0
C0733530,C0349653,0
C3643437,C0023264,0
C3643437,C0751882,0
C3643437,C1849508,0
C3643437,C0043459,0
C3643437,C0024408,0
C3643437,C0268631,0
C3643437,C0268595,0
C3643437,C0027126,0
C3643437,C0268467,0
C3643437,C0349653,0
C4317559,C0023264,0
C4317559,C0751882,0
C4317559,C1849508,0
C4317559,C0043459,0
C4317559,C0024408,0
C4317559,C0268631,0
C4317559,C0268595,0
C4317559,C0027126,0
C4317559,C0268467,0
C4317559,C0349653,0
C0035976,C0023264,0
C0035976,C0751882,0
C0035976,C1849508,0
C0035976,C0043459,0
C0035976,C0024408,0
C0035976,C0268631,0
C0035976,C0268595,0
C0035976,C0027126,0
C0035976,C0268467,0
C0035976,C0349653,0
C0069562,C0023264,0
C0069562,C0751882,0
C0069562,C1849508,0
C0069562,C0043459,0
C0069562,C0024408,0
C0069562,C0268595,0
C0069562,C0027126,0
C0069562,C0349653,0
C2825634,C0023264,0
C2825634,C0751882,0
C2825634,C1849508,0
C2825634,C0043459,0
C2825634,C0024408,0
C2825634,C0268631,0
C2825634,C0268595,0
C2825634,C0027126,0
C2825634,C0268467,0
C2825634,C0349653,0
C0062941,C0023264,0
C0062941,C0751882,0
C0062941,C1849508,0
C0062941,C0043459,0
C0062941,C0024408,0
C0062941,C0268631,0
C0062941,C0268595,0
C0062941,C0027126,0
C0062941,C0268467,0
C0062941,C0349653,0
C0040077,C0023264,0
C0040077,C0751882,0
C0040077,C1849508,0
C0040077,C0043459,0
C0040077,C0024408,0
C0040077,C0268631,0
C0040077,C0268595,0
C0040077,C0027126,0
C0040077,C0268467,0
C0040077,C0349653,0
C2931926,C0023264,0
C2931926,C0751882,0
C2931926,C1849508,0
C2931926,C0043459,0
C2931926,C0024408,0
C2931926,C0268631,0
C2931926,C0268595,0
C2931926,C0027126,0
C2931926,C0268467,0
C2931926,C0349653,0
C0719688,C0023264,0
C0719688,C0751882,0
C0719688,C1849508,0
C0719688,C0043459,0
C0719688,C0024408,0
C0719688,C0268631,0
C0719688,C0268595,0
C0719688,C0027126,0
C0719688,C0268467,0
C0719688,C0349653,0
C0057598,C0023264,0
C0057598,C0751882,0
C0057598,C1849508,0
C0057598,C0043459,0
C0057598,C0024408,0
C0057598,C0268631,0
C0057598,C0268595,0
C0057598,C0027126,0
C0057598,C0268467,0
C0057598,C0349653,0
C0023972,C0023264,0
C0023972,C0751882,0
C0023972,C1849508,0
C0023972,C0043459,0
C0023972,C0024408,0
C0023972,C0268631,0
C0023972,C0268595,0
C0023972,C0027126,0
C0023972,C0268467,0
C0023972,C0349653,0
C2980091,C0023264,0
C2980091,C0751882,0
C2980091,C1849508,0
C2980091,C0043459,0
C2980091,C0024408,0
C2980091,C0268631,0
C2980091,C0268595,0
C2980091,C0027126,0
C2980091,C0268467,0
C2980091,C0349653,0
C1722260,C0023264,0
C1722260,C0751882,0
C1722260,C1849508,0
C1722260,C0043459,0
C1722260,C0024408,0
C1722260,C0268631,0
C1722260,C0268595,0
C1722260,C0027126,0
C1722260,C0268467,0
C1722260,C0349653,0
C2934193,C0023264,0
C2934193,C0751882,0
C2934193,C1849508,0
C2934193,C0043459,0
C2934193,C0024408,0
C2934193,C0268631,0
C2934193,C0268595,0
C2934193,C0027126,0
C2934193,C0268467,0
C2934193,C0349653,0
C0033308,C0023264,0
C0033308,C0751882,0
C0033308,C1849508,0
C0033308,C0043459,0
C0033308,C0024408,0
C0033308,C0268631,0
C0033308,C0268595,0
C0033308,C0027126,0
C0033308,C0268467,0
C0033308,C0349653,0
C0915142,C0023264,0
C0915142,C0751882,0
C0915142,C1849508,0
C0915142,C0043459,0
C0915142,C0024408,0
C0915142,C0268631,0
C0915142,C0268595,0
C0915142,C0027126,0
C0915142,C0268467,0
C0915142,C0349653,0
C1722267,C0023264,0
C1722267,C0751882,0
C1722267,C1849508,0
C1722267,C0043459,0
C1722267,C0024408,0
